Bridge Author Id,Bridge Author,AR,% WG I+II+III,% WG I+II,% WG I+III,% WG II+III,WG,% WG I,% WG II,% WG III,Role,% Responsibility Roles,% CLA,% LA,% RE,% CA,Chapter #,Chapter Title,Institution,Country
1059,Sujata Gupta,4,0.0000,0.0000,0.0000,60.0000,WG III,0.0000,30.0000,70.0000,LA,100.0000,30.0000,70.0000,0.0000,0.0000,TS,Technical Summary,Asian Development Bank,India
1059,Sujata Gupta,5,0.0000,0.0000,0.0000,60.0000,WG III,0.0000,30.0000,70.0000,CLA,100.0000,30.0000,70.0000,0.0000,0.0000,16,Investment and Finance,Asian Development Bank,Philippines
1059,Sujata Gupta,5,0.0000,0.0000,0.0000,60.0000,WG III,0.0000,30.0000,70.0000,LA,100.0000,30.0000,70.0000,0.0000,0.0000,SPM,Summary For Policy Makers,Asian Development Bank,Philippines
1059,Sujata Gupta,5,0.0000,0.0000,0.0000,60.0000,WG III,0.0000,30.0000,70.0000,LA,100.0000,30.0000,70.0000,0.0000,0.0000,TS,Technical Summary,Asian Development Bank,Philippines
1067,Daniel M. Gwary,3,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,LA,100.0000,0.0000,100.0000,0.0000,0.0000,10,Africa,University of Maiduguri,Nigeria
1067,Daniel M. Gwary,4,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,LA,100.0000,0.0000,100.0000,0.0000,0.0000,8,Agriculture,University of Maiduguri,Nigeria
1068,Dimitrios Gyalistras,3,0.0000,100.0000,0.0000,0.0000,WG I,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,10,Regional Climate Information – Evaluation and Projections,University of Bern,Switzerland
1068,Dimitrios Gyalistras,4,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,4,"Ecosystems, their properties, goods and services",ETH Zurich,Switzerland
1075,Wilfreid Haeberli,1,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,9,Sea Level Rise,ETH Zurich,Switzerland
1075,Wilfreid Haeberli,2,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,3,Observed Climate Variability and Change,ETH Zurich,Switzerland
1075,Wilfreid Haeberli,2,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,7,Changes in Sea Level,ETH Zurich,Switzerland
1075,Wilfreid Haeberli,2,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,LA,16.6700,0.0000,16.6700,0.0000,83.3300,7,The CryosphereL Changes and their Impacts,ETH Zurich,Switzerland
1075,Wilfreid Haeberli,3,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,2,Observed Climate Variability and Change,University of Zurich,Switzerland
1075,Wilfreid Haeberli,4,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,CA,16.6700,0.0000,16.6700,0.0000,83.3300,1,Assessment of Observed Changes and Responses in Natural and Managed Systems,University of Zurich,Switzerland
1076,Jon Ove Hagen,3,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,LA,33.3300,0.0000,33.3300,0.0000,66.6700,16,Polar Regions,University of Oslo,Norway
1076,Jon Ove Hagen,4,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,33.3300,0.0000,33.3300,0.0000,66.6700,4,"Observations: Changes in Snow, Ice and Frozen Ground",University of Oslo,Norway
1076,Jon Ove Hagen,5,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,33.3300,0.0000,33.3300,0.0000,66.6700,4,Observations: Cryosphere,University of Oslo,Norway
1084,Alex Hall,3,0.0000,40.0000,0.0000,0.0000,WG II,80.0000,20.0000,0.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,12,Australia and New Zealand,N/A,New Zealand
1084,Alex Hall,4,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,8,Climate Models and their Evaluation,University of California Los Angeles,USA
1084,Alex Hall,5,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,LA,20.0000,0.0000,20.0000,0.0000,80.0000,14,Climate Phenomena and their Relevance for Future Regional Climate Change,University of California Los Angeles,USA
1084,Alex Hall,5,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,5,Information and Paleoclimate Archives,University of California Los Angeles,USA
1084,Alex Hall,5,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,9,Evaluation of Climate Models,University of California Los Angeles,USA
5106,David Hall,2,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,LA,100.0000,0.0000,100.0000,0.0000,0.0000,19,Energy Supply Mitigation Options,King's College London,United Kingdom
5106,David Hall,3,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,LA,100.0000,0.0000,100.0000,0.0000,0.0000,5,"Barriers, Opportunities, and market Potential of Technologies and Practices",King's College London,United Kingdom
1090,Stephane Hallegatte,4,0.0000,50.0000,0.0000,0.0000,WG I,25.0000,75.0000,0.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,8,Climate Models and their Evaluation,Centre international de recherche sur l'environnement et le développement (CIRED),France
1090,Stephane Hallegatte,4,0.0000,50.0000,0.0000,0.0000,WG II,25.0000,75.0000,0.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,2,New Assessment methods and the characterization of future conditions,Centre international de recherche sur l'environnement et le développement (CIRED),France
1090,Stephane Hallegatte,5,0.0000,50.0000,0.0000,0.0000,WG II,25.0000,75.0000,0.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,10,Key Economic Sectors and Services,World Bank,France
1090,Stephane Hallegatte,5,0.0000,50.0000,0.0000,0.0000,WG II,25.0000,75.0000,0.0000,LA,25.0000,0.0000,25.0000,0.0000,75.0000,17,Economics of Adaptation,World Bank,France
1123,Danny Harvey,1,0.0000,0.0000,100.0000,0.0000,WG I,50.0000,0.0000,50.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,4,Validation of Climate Models,University of Toronto,Canada
1123,Danny Harvey,4,0.0000,0.0000,100.0000,0.0000,WG I,50.0000,0.0000,50.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,9,Understanding and Attributing Climate Change,University of Toronto,Canada
1123,Danny Harvey,4,0.0000,0.0000,100.0000,0.0000,WG III,50.0000,0.0000,50.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,6,Residential and Commercial Buildings,University of Toronto,Canada
1123,Danny Harvey,5,0.0000,0.0000,100.0000,0.0000,WG III,50.0000,0.0000,50.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,9,Buildings,University of Toronto,Canada
1131,S. Hastenrath,1,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,7,Observed Climate Variations and Change,University of Wisconsin,USA
1131,S. Hastenrath,2,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,3,Observed Climate Variability and Change,University of Wisconsin,USA
1131,S. Hastenrath,2,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,7,The CryosphereL Changes and their Impacts,University of Wisconsin,USA
5473,Ed Hawkins,5,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,11,Near-term Climate Change: Projections and Predictability,University of Reading,United Kingdom
5473,Ed Hawkins,5,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,TS,Technical Summary,University of Reading,United Kingdom
5473,Ed Hawkins,5,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,4,Terrestrial and Inland water Systems,University of Reading,United Kingdom
1175,Ann Henderson-Sellers,1,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,7,Observed Climate Variations and Change,Macquarie University,Australia
1175,Ann Henderson-Sellers,2,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,3,Observed Climate Variability and Change,Macquarie University,Australia
1175,Ann Henderson-Sellers,2,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,LA,12.5000,0.0000,12.5000,0.0000,87.5000,5,Climate Models - Evaluation,Macquarie University,Australia
1175,Ann Henderson-Sellers,2,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,6,Climate Models – Projections for the Future,Macquarie University,Australia
1175,Ann Henderson-Sellers,2,0.0000,25.0000,0.0000,0.0000,WG II,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,1,Climate Change Impacts on Forests,Macquarie University,Australia
1175,Ann Henderson-Sellers,3,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,7,Physical Climate Processes and Feedbacks,Macquarie University,Australia
1175,Ann Henderson-Sellers,4,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,7,Coupling Between Changes in the Climate System and Biogeochemistry,World Meteorological Organization (WMO),Switzerland
1175,Ann Henderson-Sellers,4,0.0000,25.0000,0.0000,0.0000,WG I,87.5000,12.5000,0.0000,CA,12.5000,0.0000,12.5000,0.0000,87.5000,8,Climate Models and their Evaluation,World Meteorological Organization (WMO),Switzerland
1178,Kevin Hennessy,2,0.0000,80.0000,0.0000,0.0000,WG I,40.0000,60.0000,0.0000,CA,60.0000,20.0000,40.0000,0.0000,40.0000,6,Climate Models – Projections for the Future,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1178,Kevin Hennessy,3,0.0000,80.0000,0.0000,0.0000,WG I,40.0000,60.0000,0.0000,CA,60.0000,20.0000,40.0000,0.0000,40.0000,2,Observed Climate Variability and Change,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1178,Kevin Hennessy,4,0.0000,80.0000,0.0000,0.0000,WG II,40.0000,60.0000,0.0000,CLA,60.0000,20.0000,40.0000,0.0000,40.0000,11,Australia and New Zealand,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1178,Kevin Hennessy,4,0.0000,80.0000,0.0000,0.0000,WG II,40.0000,60.0000,0.0000,LA,60.0000,20.0000,40.0000,0.0000,40.0000,SPM,Summary For Policy Makers,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1178,Kevin Hennessy,4,0.0000,80.0000,0.0000,0.0000,WG II,40.0000,60.0000,0.0000,LA,60.0000,20.0000,40.0000,0.0000,40.0000,TS,Technical Summary,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1188,Bruce Charles Hewitson,3,0.0000,28.5700,0.0000,0.0000,WG I,85.7100,14.2900,0.0000,CLA,100.0000,42.8600,57.1400,0.0000,0.0000,10,Regional Climate Information – Evaluation and Projections,University of Cape Town,South Africa
1188,Bruce Charles Hewitson,3,0.0000,28.5700,0.0000,0.0000,WG I,85.7100,14.2900,0.0000,LA,100.0000,42.8600,57.1400,0.0000,0.0000,SPM,Summary For Policy Makers,University of Cape Town,South Africa
1188,Bruce Charles Hewitson,3,0.0000,28.5700,0.0000,0.0000,WG I,85.7100,14.2900,0.0000,LA,100.0000,42.8600,57.1400,0.0000,0.0000,TS,Technical Summary,University of Cape Town,South Africa
1188,Bruce Charles Hewitson,4,0.0000,28.5700,0.0000,0.0000,WG I,85.7100,14.2900,0.0000,CLA,100.0000,42.8600,57.1400,0.0000,0.0000,11,Regional Climate Projections,University of Cape Town,South Africa
1188,Bruce Charles Hewitson,4,0.0000,28.5700,0.0000,0.0000,WG I,85.7100,14.2900,0.0000,LA,100.0000,42.8600,57.1400,0.0000,0.0000,SPM,Summary For Policy Makers,University of Cape Town,South Africa
1188,Bruce Charles Hewitson,4,0.0000,28.5700,0.0000,0.0000,WG I,85.7100,14.2900,0.0000,LA,100.0000,42.8600,57.1400,0.0000,0.0000,TS,Technical Summary,University of Cape Town,South Africa
1188,Bruce Charles Hewitson,5,0.0000,28.5700,0.0000,0.0000,WG II,85.7100,14.2900,0.0000,CLA,100.0000,42.8600,57.1400,0.0000,0.0000,21,Regional Context,University of Cape Town,South Africa
1190,K. Higuchi,1,0.0000,100.0000,0.0000,0.0000,WG I,50.0000,50.0000,0.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,7,Observed Climate Variations and Change,Environment Canada,Canada
1190,K. Higuchi,2,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,7,The CryosphereL Changes and their Impacts,Nagoya University,Japan
1204,Regine Hock,4,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,4,"Observations: Changes in Snow, Ice and Frozen Ground",Stockholm University,Sweden
1204,Regine Hock,5,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,13,Sea Level Change,University of Alaska,USA
1204,Regine Hock,5,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,4,Observations: Cryosphere,University of Alaska,USA
1204,Regine Hock,5,0.0000,50.0000,0.0000,0.0000,WG II,75.0000,25.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,3,Freshwater Resources,University of Alaska,USA
6422,Eileen E. Hofmann,2,0.0000,66.6700,0.0000,0.0000,WG I,33.3300,66.6700,0.0000,LA,33.3300,0.0000,33.3300,0.0000,66.6700,10,Marine Biotic Responses to Environmental Change and Feedbacks to Climate,Old Dominion University,USA
6422,Eileen E. Hofmann,5,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,CA,33.3300,0.0000,33.3300,0.0000,66.6700,28,Polar Regions,Old Dominion University,USA
6422,Eileen E. Hofmann,5,0.0000,66.6700,0.0000,0.0000,WG II,33.3300,66.6700,0.0000,CA,33.3300,0.0000,33.3300,0.0000,66.6700,6,Ocean Systems,Old Dominion University,USA
1213,K. Hogan,2,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,22,Mitigation Options for Human Settlements,U.S. Environmental Protection Agency (EPA),USA
1213,K. Hogan,2,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,28,"Inventory of Technologies, Methods and Practices",U.S. Environmental Protection Agency (EPA),USA
1213,K. Hogan,2,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,8,Estimating the Costs of Mitigating Greenhouse Gases,U.S. Environmental Protection Agency (EPA),USA
1213,K. Hogan,2,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,9,A Review of Mitigation Cost Studies,U.S. Environmental Protection Agency (EPA),USA
1218,R. Holesgrove,1,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,3,Natural terrestrial Ecosystems,N/A,Australia
1218,R. Holesgrove,1,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,6,Resource Use and Management,"Australian Department of Arts, Sport, Environment, Tourism and Territories",Australia
1221,Elisabeth A. Holland,2,0.0000,40.0000,0.0000,0.0000,WG II,80.0000,20.0000,0.0000,LA,60.0000,0.0000,60.0000,0.0000,40.0000,2,"Rangelands in a Changing Climate: Impacts, Adaptations and Mitigation",N/A,USA
1221,Elisabeth A. Holland,3,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,CA,60.0000,0.0000,60.0000,0.0000,40.0000,3,The Carbon Cycle and Atmospheric Carbon Dioxide,Max-Planck Institute for Biogeochemistry,Germany
1221,Elisabeth A. Holland,3,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,LA,60.0000,0.0000,60.0000,0.0000,40.0000,4,Atmospheric Chemistry and Greenhouse Gases,Max-Planck Institute for Biogeochemistry,Germany
1221,Elisabeth A. Holland,4,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,LA,60.0000,0.0000,60.0000,0.0000,40.0000,7,Coupling Between Changes in the Climate System and Biogeochemistry,National Center for Atmospheric Research (NCAR),USA
1221,Elisabeth A. Holland,5,0.0000,40.0000,0.0000,0.0000,WG I,80.0000,20.0000,0.0000,CA,60.0000,0.0000,60.0000,0.0000,40.0000,6,Carbon and Other biogeochemical Cycles,University of the South Pacific,Fiji
3388,P.M. Holligan,1,0.0000,100.0000,0.0000,0.0000,WG I,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,10,Effects on Ecosystems,Plymouth Marine Laboratory,United Kingdom
3388,P.M. Holligan,2,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,9,Coastal Zones and Small Islands,N/A,N/A
1245,Richard A. Houghton,1,0.0000,0.0000,40.0000,0.0000,WG I,80.0000,0.0000,20.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,1,Greenhouse Gases and AER,Woods Hole Research Center,USA
1245,Richard A. Houghton,3,0.0000,0.0000,40.0000,0.0000,WG I,80.0000,0.0000,20.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,3,The Carbon Cycle and Atmospheric Carbon Dioxide,Woods Hole Research Center,USA
1245,Richard A. Houghton,3,0.0000,0.0000,40.0000,0.0000,WG I,80.0000,0.0000,20.0000,LA,20.0000,0.0000,20.0000,0.0000,80.0000,TS,Technical Summary,Woods Hole Research Center,USA
1245,Richard A. Houghton,5,0.0000,0.0000,40.0000,0.0000,WG I,80.0000,0.0000,20.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,6,Carbon and Other biogeochemical Cycles,Woods Hole Research Center,USA
1245,Richard A. Houghton,5,0.0000,0.0000,40.0000,0.0000,WG III,80.0000,0.0000,20.0000,CA,20.0000,0.0000,20.0000,0.0000,80.0000,11,AFOLU,Woods Hole Research Center,USA
1248,Joanna I. House,3,37.5000,25.0000,50.0000,25.0000,WG I,62.5000,12.5000,25.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,3,The Carbon Cycle and Atmospheric Carbon Dioxide,Max-Planck Institute for Biogeochemistry,Germany
1248,Joanna I. House,3,37.5000,25.0000,50.0000,25.0000,WG I,62.5000,12.5000,25.0000,LA,25.0000,0.0000,25.0000,0.0000,75.0000,SPM,Summary For Policy Makers,Max-Planck Institute for Biogeochemistry,Germany
1248,Joanna I. House,3,37.5000,25.0000,50.0000,25.0000,WG I,62.5000,12.5000,25.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,TS,Technical Summary,Max-Planck Institute for Biogeochemistry,Germany
1248,Joanna I. House,4,37.5000,25.0000,50.0000,25.0000,WG I,62.5000,12.5000,25.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,7,Coupling Between Changes in the Climate System and Biogeochemistry,University of Bristol,United Kingdom
1248,Joanna I. House,5,37.5000,25.0000,50.0000,25.0000,WG I,62.5000,12.5000,25.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,6,Carbon and Other biogeochemical Cycles,University of Bristol,United Kingdom
1248,Joanna I. House,5,37.5000,25.0000,50.0000,25.0000,WG II,62.5000,12.5000,25.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,18,Detection and Attribution of Observed Impacts,University of Bristol,United Kingdom
1248,Joanna I. House,5,37.5000,25.0000,50.0000,25.0000,WG III,62.5000,12.5000,25.0000,LA,25.0000,0.0000,25.0000,0.0000,75.0000,11,AFOLU,University of Bristol,United Kingdom
1248,Joanna I. House,5,37.5000,25.0000,50.0000,25.0000,WG III,62.5000,12.5000,25.0000,CA,25.0000,0.0000,25.0000,0.0000,75.0000,14,Regional Development and Cooperation,University of Bristol,United Kingdom
1253,Mark Howden,2,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,CA,55.5600,0.0000,44.4400,11.1100,44.4400,13,Agriculture in a Changing Climate: Impacts and Adaptation,Department of Primary Industries and Energy,Australia
1253,Mark Howden,2,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,LA,55.5600,0.0000,44.4400,11.1100,44.4400,2,"Rangelands in a Changing Climate: Impacts, Adaptations and Mitigation",Department of Primary Industries and Energy,Australia
1253,Mark Howden,3,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,RE,55.5600,0.0000,44.4400,11.1100,44.4400,12,Australia and New Zealand,Australian Bureau of Agricultural and Resource Economics (ABARE),Australia
1253,Mark Howden,3,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,CA,55.5600,0.0000,44.4400,11.1100,44.4400,5,Ecosystems and Their Goods and Services,Australian Bureau of Agricultural and Resource Economics (ABARE),Australia
1253,Mark Howden,4,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,LA,55.5600,0.0000,44.4400,11.1100,44.4400,11,Australia and New Zealand,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1253,Mark Howden,4,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,LA,55.5600,0.0000,44.4400,11.1100,44.4400,5,"Food, Fibre and Forest Products",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1253,Mark Howden,4,0.0000,0.0000,0.0000,22.2200,WG III,0.0000,88.8900,11.1100,CA,55.5600,0.0000,44.4400,11.1100,44.4400,8,Agriculture,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1253,Mark Howden,5,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,CA,55.5600,0.0000,44.4400,11.1100,44.4400,25,Australiasia,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1253,Mark Howden,5,0.0000,0.0000,0.0000,22.2200,WG II,0.0000,88.8900,11.1100,LA,55.5600,0.0000,44.4400,11.1100,44.4400,7,Food Production systems and Food Security,Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
1273,Mike Hulme,2,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CA,50.0000,12.5000,25.0000,12.5000,50.0000,3,Observed Climate Variability and Change,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,LA,50.0000,12.5000,25.0000,12.5000,50.0000,10,Regional Climate Information – Evaluation and Projections,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CLA,50.0000,12.5000,25.0000,12.5000,50.0000,13,Climate Scenario Development,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CA,50.0000,12.5000,25.0000,12.5000,50.0000,2,Observed Climate Variability and Change,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,LA,50.0000,12.5000,25.0000,12.5000,50.0000,SPM,Summary For Policy Makers,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG I,75.0000,25.0000,0.0000,CA,50.0000,12.5000,25.0000,12.5000,50.0000,TS,Technical Summary,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG II,75.0000,25.0000,0.0000,CA,50.0000,12.5000,25.0000,12.5000,50.0000,13,Europe,University of East Anglia,United Kingdom
1273,Mike Hulme,3,0.0000,50.0000,0.0000,0.0000,WG II,75.0000,25.0000,0.0000,RE,50.0000,12.5000,25.0000,12.5000,50.0000,3,Developing and Applying Scenarios,University of East Anglia,United Kingdom
1276,B. Huntley,1,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,5,Equilibrium Climate Change,University of Durham,United Kingdom
1276,B. Huntley,2,0.0000,66.6700,0.0000,0.0000,WG I,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,9,Terrestrial Biotic Responses to Environmental Change and Feedbacks to Climate,University of Durham,United Kingdom
1276,B. Huntley,2,0.0000,66.6700,0.0000,0.0000,WG II,66.6700,33.3300,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,1,Climate Change Impacts on Forests,University of Durham,United Kingdom
5315,George Hurtt,5,0.0000,100.0000,0.0000,0.0000,WG I,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,6,Carbon and Other biogeochemical Cycles,University of Maryland,USA
5315,George Hurtt,5,0.0000,100.0000,0.0000,0.0000,WG II,50.0000,50.0000,0.0000,CA,0.0000,0.0000,0.0000,0.0000,100.0000,4,Terrestrial and Inland water Systems,University of Maryland,USA
1292,Atsushi Inaba,2,0.0000,0.0000,0.0000,100.0000,WG II,0.0000,50.0000,50.0000,CA,50.0000,0.0000,50.0000,0.0000,50.0000,19,Energy Supply Mitigation Options,National Institute for Resources and Environment,Japan
1292,Atsushi Inaba,5,0.0000,0.0000,0.0000,100.0000,WG III,0.0000,50.0000,50.0000,LA,50.0000,0.0000,50.0000,0.0000,50.0000,12,"Human Settlements, Infrastructure and Spatial Planning",Kogakuin University,Japan
1305,Hisashi Ishitani,2,0.0000,0.0000,0.0000,40.0000,WG II,0.0000,80.0000,20.0000,CLA,100.0000,20.0000,60.0000,20.0000,0.0000,19,Energy Supply Mitigation Options,University of Tokyo,Japan
1305,Hisashi Ishitani,2,0.0000,0.0000,0.0000,40.0000,WG II,0.0000,80.0000,20.0000,LA,100.0000,20.0000,60.0000,20.0000,0.0000,B,Energy Primer,University of Tokyo,Japan
1305,Hisashi Ishitani,2,0.0000,0.0000,0.0000,40.0000,WG II,0.0000,80.0000,20.0000,LA,100.0000,20.0000,60.0000,20.0000,0.0000,SPM,Summary For Policy Makers,University of Tokyo,Japan
1305,Hisashi Ishitani,2,0.0000,0.0000,0.0000,40.0000,WG II,0.0000,80.0000,20.0000,LA,100.0000,20.0000,60.0000,20.0000,0.0000,TS,Technical Summary,University of Tokyo,Japan
1305,Hisashi Ishitani,3,0.0000,0.0000,0.0000,40.0000,WG III,0.0000,80.0000,20.0000,RE,100.0000,20.0000,60.0000,20.0000,0.0000,3,Technological and Economic Potential of Greenhouse Gas Emissions Reduction,University of Tokyo,Japan
